Pesticide name,CAS #,Pesticide type,Mode of Action-short version,Mode of Action-Classification-site target,Survey inclusion (name),"Screened in a survey (N=0, Y=1)",Number of surveys screening (N),LD50 Oral Geometric mean (ug/bee),Oral LD50 Source,LD50 Contact Geometric mean (ug/bee),Contact LD50 Source,LOAEL Lowest sublethal significant dose of the publication per effect and exposure type (all Unit Measures),LOAEL Unit measure,"LOAEL Lowest sublethal significant dose per publication per effect and exposure type (μg bee-1, or ug bee-1 per day)",LOAEL Category (μg bee-1),SubTR (LOAEL/LD50),SubTR Category,Exposure type (oral vs contact),Exposure type (acute vs chronic),Exposure duration (h),Time (after exposure) of significant effect (h),Main feed type category,Subcategory of feed type,Feed type concentration provided (%),Bee type,Genus,Species,Species details,Sublethal effect main category,Sublethal effect sub-category,Sublethal effect-details,Original reference,Reference year,Review reference
Azoxystrobin,131860-33-8,Fungicide,FRAC C,FRAC 11 (C3),"APHIS, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,5,25,PPDB,200,PPDB,2,μg/bee,2,≥1,0.08,<0.1,Oral,Chronic,72,,,,,,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,Downregulation of the expression of hbg3,"Christen, Verena, Jana Krebs, and Karl Fent. 2019. “Fungicides Chlorothanolin, Azoxystrobin and Folpet Induce Transcriptional Alterations in Genes Encoding Enzymes Involved in Oxidative Phosphorylation and Metabolism in Honey Bees (Apis Mellifera) at Sublethal Concentrations.” Journal of Hazardous Materials 377 (September): 215–26. https://doi.org/10.1016/j.jhazmat.2019.05.056.",2019, 
Benalaxyl,71626-11-4,Fungicide,FRAC A,FRAC 4 (A1),"Porrini et al., 2016, Tosi et al., 2018",1,2,22.6,PPDB,100,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Bendiocarb,22781-23-3,Insecticide,IRAC 1,IRAC 1A,"APHIS, Pacific North West, ",1,2,0.1,PPDB,,,,,,,,,,,,,,,,,,,,,,,,,
Benfluralin,1861-40-1,Herbicide,HRAC K1,HRAC K1,"APHIS, ",1,1,110.7,PPDB,100,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Benoxacor,98730-04-2,NA,NA,NA,"APHIS, Pacific North West, ",1,2,100,PPDB,,,,,,,,,,,,,,,,,,,,,,,,, 
Bensulide,741-58-2,Herbicide,HRAC N,HRAC N,"APHIS, ",1,1,,,24,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Bentazon,25057-89-0,Herbicide,HRAC C3,HRAC C3,"APHIS, ",1,1,200,PPDB,200,PPDB,113.12,mm3 /bee,,,,,Oral,Chronic,168,,Carbohydrates,Sugar solution,,Adults,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,"Increased aggression, increased mobility","Migdal, Pawel, Adam Roman, Ewa Popiela-Pleban, Monika Kowalska-Góralska, and Sebastian Opaliński. ""The Impact of Selected Pesticides on Honey Bees."" Polish Journal of Environmental Studies 27, no. 2 (2018): 787-92.",2018, 
Beta-endosulfan,33213-65-9,Insecticide,IRAC 2,IRAC 2A,"APHIS, Pacific North West, EURL, Porrini et al., 2016, Poshbee H2020, ",1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHC-alpha,319-84-6,Insecticide,NA,NA,"APHIS, Pacific North West, ",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHC-beta,319-85-7,Insecticide,NA,NA,"APHIS, ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHC-delta,319-86-8,Insecticide,NA,NA,"APHIS, ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bifenazate,149877-41-8,Insecticide,IRAC 20,IRAC 20D,"APHIS, Pacific North West, ",1,2,100,OpenFoodTox,8.5,OpenFoodTox,96,ppm,,,,,Oral,Chronic,1848,,Carbohydrates and proteins,,,Adults,Bombus,Bombus terrestris,Bombus terrestris,Physiological,Reproduction,No drone were produced during the entire experiment (11 weeks),"Besard, L., V. Mommaerts, J. Vandeven, X. Cuvelier, G. Sterk, and G. Smagghe. ""Compatibility of Traditional and Novel Varroacides with Bumblebees (Bombus Terrestris): A First Laboratory Assessment of Toxicity and Sublethal Effects."" Pest Management Science 66, no. 7 (Jul 2010): 786-93.",2010, 
Bifenthrin,82657-04-03,Insecticide,IRAC 3,IRAC 3A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.1,PPDB|OpenFoodTox|OpenFoodTox,0.015,PPDB,21.6,ppm,0.017565974,<0.1,0.175659741,<1,Oral,Chronic,480,,Carbohydrates,Sugar solution,50,Adults,Apis,Apis mellifera,Apis mellifera,Physiological,Reproduction,"Fewer eggs produced, greater egg weights, lower success rate of development within the colonies, longer duration of egg stage,longer sealed brood stage, longer immature stage","Dai, P. L., Q. Wang, J. H. Sun, F. Liu, X. Wang, Y. Y. Wu, and T. Zhou. ""Effects of Sublethal Concentrations of Bifenthrin and Deltamethrin on Fecundity, Growth, and Development of the Honeybee Apis Mellifera Ligustica."" Environ Toxicol Chem 29, no. 3 (Mar 2010): 644-9.",2010, 
Bifenthrin,82657-04-03,Insecticide,IRAC 3,IRAC 3A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.1,PPDB|OpenFoodTox|OpenFoodTox,0.015,PPDB,30,ppm,,,,,Contact,Acute,,,Carbohydrates and proteins,,,Adults,Bombus,Bombus terrestris,Bombus terrestris,Physiological,Reproduction,Total loss of reproduction- no drones were produced during the entire experiment,"Besard, L., V. Mommaerts, J. Vandeven, X. Cuvelier, G. Sterk, and G. Smagghe. ""Compatibility of Traditional and Novel Varroacides with Bumblebees (Bombus Terrestris): A First Laboratory Assessment of Toxicity and Sublethal Effects."" Pest Management Science 66, no. 7 (Jul 2010): 786-93.",2010, 
Bifenthrin,82657-04-03,Insecticide,IRAC 3,IRAC 3A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.1,PPDB|OpenFoodTox|OpenFoodTox,0.015,PPDB,30,ppm,,,,,Oral,Chronic,,1848,Carbohydrates and proteins,,,Adults,Bombus,Bombus terrestris,Bombus terrestris,Physiological,Reproduction,50-75% reduction of nest production. Total loss of reproduction- no drones were produced during the entire experiment,"Besard, L., V. Mommaerts, J. Vandeven, X. Cuvelier, G. Sterk, and G. Smagghe. ""Compatibility of Traditional and Novel Varroacides with Bumblebees (Bombus Terrestris): A First Laboratory Assessment of Toxicity and Sublethal Effects."" Pest Management Science 66, no. 7 (Jul 2010): 786-93.",2010, 
Bifenthrin,82657-04-03,Insecticide,IRAC 3,IRAC 3A,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.1,PPDB|OpenFoodTox|OpenFoodTox,0.015,PPDB,2.5,ppm,,,,,Contact,Acute,,1,,,,Adults,Apis,Apis dorsata,Apis dorsata ,Physiological,Biochemical,"Decrease of THC, increase of the percentage of plasmatocytes and granulocytes, decrease of the percentage of prohaemocytes, oenocytoids and spherulocytes. ","Perveen, N., and M. Ahmad. 2017. ""Toxicity of some insecticides to the haemocytes of giant honeybee, Apis dorsata F. under laboratory conditions.""  Saudi Journal of Biological Sciences 24 (5):1016-1022. doi: 10.1016/j.sjbs.2016.12.011.",2017, 
Bitertanol,55179-31-2,Fungicide,FRAC G,FRAC 3 (G1),"Porrini et al., 2016, Tosi et al., 2018",1,2,104.4,PPDB|OpenFoodTox,200,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Boric Acid,10043-35-3,Insecticide,NA,NA,None,0,0,,,362,PPDB,1000,ppm,,,,,Oral,Chronic,96,,,,,Larvae,Apis,Apis mellifera,Apis mellifera,Physiological,Body development,Morphological alterations,"Cruz ADS, da Silva-Zacarin ECM, Bueno OC and Malaspina O, 2010. Morphological alterations induced by boric acid and fipronil in the midgut of worker honeybee (Apis mellifera L.) larvae: Morphological alterations in the midgut of A. mellifera. Cell Biology and Toxicology, 26(2), 165- 176.",2010,"EFSA Panel on Plant Protection, and their Residues (PPR). 2012. “Scientific Opinion on the Science behind the Development of a Risk Assessment of Plant Protection Products on Bees (Apis Mellifera, Bombus Spp. and Solitary Bees).” EFSA Journal 10 (5): 2668."
Boscalid,188425-85-6,Fungicide,FRAC C,FRAC 7 (C2),"APHIS, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,6,100,PPDB,200,PPDB,,,,,,,,,,,,,,,,,,,,,"Simon-Delso, N., G. S. Martin, E. Bruneau, and L. Hautier. ""Time-to-Death Approach to Reveal Chronic and Cumulative Toxicity of a Fungicide for Honeybees Not Revealed with the Standard Ten-Day Test."" Scientific Reports 8 (May 2018).",2018,"Degrandi-Hoffman, G., Y. P. Chen, E. W. Dejong, M. L. Chambers, and G. Hidalgo. ""Effects of Oral Exposure to Fungicides on Honey Bee Nutrition and Virus Levels."" Journal of Economic Entomology 108, no. 6 (Dec 2015): 2518-28."
Bromacil,314-40-9,Herbicide,HRAC C1,HRAC C1,"APHIS, ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bromopropylate,18181-80-1,Insecticide,IRAC UN*,IRAC UN*,"APHIS, EURL, Poshbee H2020, ",1,3,,,,,500,ppm,,,,,Oral,Chronic,,,Carbohydrates and proteins,,,Adults,Bombus,Bombus terrestris,Bombus terrestris,Physiological,Reproduction,50-75% reduction in drone production,"Besard, L., V. Mommaerts, J. Vandeven, X. Cuvelier, G. Sterk, and G. Smagghe. ""Compatibility of Traditional and Novel Varroacides with Bumblebees (Bombus Terrestris): A First Laboratory Assessment of Toxicity and Sublethal Effects."" Pest Management Science 66, no. 7 (Jul 2010): 786-93.",2010, 
Bromuconazole,116255-48-2,Fungicide,FRAC G,FRAC 3 (G1),"APHIS, Pacific North West, ",1,2,100,PPDB|OpenFoodTox|OpenFoodTox,500,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Bupirimate,41483-43-6,Fungicide,FRAC A,FRAC 8 (A2),"Porrini et al., 2016, ",1,1,200,PPDB,50,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Buprofezin,69327-76-0,Insecticide,IRAC 16,IRAC 16,"APHIS, Calatayud-Vernich et al., 2018, Pacific North West, Tosi et al., 2018",1,4,163.5,PPDB|OpenFoodTox|OpenFoodTox,200,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Butyric acid,107-92-6,Fungicide,NA,NA,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,,"Abramson, C. I., T. Giray, T. A. Mixson, S. L. Nolf, H. Wells, A. Kence, and M. Kence. ""Proboscis Conditioning Experiments with Honeybees, Apis Mellifera Caucasica, with Butyric Acid and Deet Mixture as Conditioned and Unconditioned Stimuli."" Journal of Insect Science 10 (Jul 2010).",2010, 
Captan,0133-06-02,Fungicide,FRAC M,FRAC M04,"APHIS, Pacific North West, Porrini et al., 2016, ",1,3,100,PPDB|OpenFoodTox,200,PPDB,,,,,,,,,,,,,,,,,,,,,"Heylen, K., B. Gobin, L. Arckens, R. Huybrechts, and J. Billen. ""The Effects of Four Crop Protection Products on the Morphology and Ultrastructure of the Hypopharyngeal Gland of the European Honeybee, Apis Mellifera."" Apidologie 42, no. 1 (Jan 2011): 103-16.",2011, 
Carbamazepine,298-46-4,NA,NA,NA,None,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbaryl,63-25-2,Insecticide,IRAC 1,IRAC 1A,"APHIS, Pacific North West, Porrini et al., 2016, Tosi et al., 2018",1,4,0.21,PPDB,0.14,PPDB,0.13,μg/bee,0.13,<1,,,,,0.3,,,,,Larvae,Apis,Apis mellifera,Apis mellifera,Physiological,Body development,Emergence of very small adults and in some cases wingless,"Atkins, E.L., Kellum, D., 1986. Comparative morphogenic and toxicity studies on the effect of pesticides on honeybee brood. J. Apic. Res. 25, 242–255.",1986,"Thompson, Helen M. ""Behavioural Effects of Pesticides in Bees - Their Potential for Use in Risk Assessment."" Ecotoxicology 12, no. 1/4 (Feb-Aug 2003): 317-30."
Carbaryl,63-25-2,Insecticide,IRAC 1,IRAC 1A,"APHIS, Pacific North West, Porrini et al., 2016, Tosi et al., 2018",1,4,0.21,PPDB,0.14,PPDB,15,ppm,,,,,Oral,Acute,,,Carbohydrates,Sugar solution,,Adults,Apis,Apis mellifera,Apis mellifera,Cognitive,Learning and memory,"Failed to exhibit any conditioned responses, no learning is evident","Abramson, C. I., I. S. Aquino, F. S. Ramalho, and J. M. Price. ""The Effect of Insecticides on Learning in the Africanized Honey Bee (Apis Mellifera L.)."" Archives of Environmental Contamination and Toxicology 37, no. 4 (Nov 1999): 529-35.",1999, 
Carbaryl,63-25-2,Insecticide,IRAC 1,IRAC 1A,"APHIS, Pacific North West, Porrini et al., 2016, Tosi et al., 2018",1,4,0.21,PPDB,0.14,PPDB,250,g/ha,,,,,Oral,Acute,2,,,,, ,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,"Loss of diversity in DNA sequences at bacterial species, lower average gene copy number of 16S rRNA gene ","Nogrado, K., S. Lee, K. Chon, and J. H. Lee. 2019. ""Effect of transient exposure to carbaryl wettable powder on the gut microbial community of honey bees.""  Applied Biological Chemistry 62. doi: 10.1186/s13765-019-0415-7.",2019, 
Carbendazim (MBC),10605-21-7,Fungicide,FRAC B,FRAC 1 (B1),"APHIS, Calatayud-Vernich et al., 2018, Pacific North West, Poshbee H2020, ",1,4,756,PPDB,50,PPDB,5,ppm,,,,,Oral,Chronic,96,48,,,,Larvae,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,Altered expression of genes encoding major royal jelly proteins in adult honeybee brain. Hindrance to growth and development. Destabilization and hindring the development of honeybee colonies.,"Wang, K., R. L. Fan, W. N. Ji, W. W. Zhang, X. M. Chen, S. Wang, L. Yin, et al. ""Transcriptome Analysis of Newly Emerged Honeybees Exposure to Sublethal Carbendazim During Larval Stage."" Front Genet 9 (Oct 2018): 426.",2018, 
Carbofuran,1563-66-2,Insecticide,IRAC 1,IRAC 1A,"APHIS, Calatayud-Vernich et al., 2018, Pacific North West, Porrini et al., 2016, ",1,4,0.05,PPDB,0.036,PPDB,1.25,ppm,,,,,Oral,Chronic,48,,,,,Larvae,Apis,Apis mellifera,Apis mellifera,Physiological,Body development,Reduced number of potentially viable pupae,"Davis, A. R., and R. W. Shuel. 1988. ""Laboratory studies of honeybee larval growth and development as affected by systemic insecticides at adult-sublethal levels.""  Journal of Apicultural Research 27 (3):146-161. doi: 10.1080/00218839.1988.11100795.",1988, 
Carbofuran 3-keto,16709-30,Insecticide,NA,NA,"Porrini et al., 2016, ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carbofuran-3-hydroxy,16655-82-6,Insecticide,NA,NA,"Calatayud-Vernich et al., 2018, ",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carboxin,5234-68-4,Fungicide,FRAC C,FRAC 7 (C2),"APHIS, Pacific North West, Porrini et al., 2016, ",1,3,100,PPDB|OpenFoodTox,100,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Carfentrazone-ethyl,128639-02-1,Herbicide,HRAC E,HRAC E,"Pacific North West, ",1,1,200,PPDB,200,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Chlorantraniliprole,500008-45-7,Insecticide,IRAC 28,IRAC 28,"APHIS, ",1,1,104.1,PPDB|OpenFoodTox,4,PPDB,3,ppm,0.002439719,<0.01,,,Oral,,,25,Carbohydrates,Sugar solution,50,Adults,Partamona and Scaptotrigona,Multiple non-Apis,"Partamona helleri, Scaptotrigona xanthotrica",Behavioural,Activity ,Flight take-off impairment: reduction of individuals taking-off for flight and the number reaching the light source,"Tome, H. V. V., W. F. Barbosa, A. S. Corrêa, L. M. Gontijo, G. F. Martins, and R. N. C. Guedes. 2015. ""Reduced-risk insecticides in Neotropical stingless bee species: Impact on survival and activity.""  Annals of Applied Biology 167 (2):186-196. doi: 10.1111/aab.12217.",2015, 
Chlorantraniliprole,500008-45-7,Insecticide,IRAC 28,IRAC 28,"APHIS, ",1,1,104.1,PPDB|OpenFoodTox,4,PPDB,0.1,μg/bee,0.1,<1,0.025,<0.1,Contact,Acute,,6,,,,,Apis,Apis mellifera,Apis mellifera,Behavioural,Activity,"More frequent immobility, decrease of the force of muscular reflex, decrease of total distance covered","Kadala, A., M. Charreton, P. Charnet, and C. Collet. ""Honey Bees Long-Lasting Locomotor Deficits after Exposure to the Diamide Chlorantraniliprole Are Accompanied by Brain and Muscular Calcium Channels Alterations."" Sci Rep 9, no. 1 (Feb 15 2019): 2153.",2019, 
Chlorantraniliprole,500008-45-7,Insecticide,IRAC 28,IRAC 28,"APHIS, ",1,1,104.1,PPDB|OpenFoodTox,4,PPDB,0.4,ppm,,,,,Oral,Chronic,1176,672,Proteins,Pollen,,Adults,Bombus,Bombus terrestris,Bombus terrestris,Behavioural,Activity,"Sluggish, fatigued behaviour and slow reaction times after stimuli were applied with forceps","Smagghe, G., J. Deknopper, I. Meeus, and V. Mommaerts. 2013. ""Dietary chlorantraniliprole suppresses reproduction in worker bumblebees.""  Pest Management Science 69 (7):787-791. doi: 10.1002/ps.3504.",2013, 
Chlorantraniliprole,500008-45-7,Insecticide,IRAC 28,IRAC 28,"APHIS, ",1,1,104.1,PPDB|OpenFoodTox,4,PPDB,4,ppm,,,,,Oral,Chronic,1176,,Proteins,Pollen,,Adults,Bombus,Bombus terrestris,Bombus terrestris,Physiological,Reproduction,Detrimental effect on reproduction,"Smagghe, G., J. Deknopper, I. Meeus, and V. Mommaerts. 2013. ""Dietary chlorantraniliprole suppresses reproduction in worker bumblebees.""  Pest Management Science 69 (7):787-791. doi: 10.1002/ps.3504.",2013, 
Chlorfenapyr,122453-73-0,Insecticide,IRAC 13,IRAC 13,"APHIS, ",1,1,,,,,240,ppm,,,,,Oral,Chronic,1848,,Carbohydrates and proteins,,,Adults,Bombus,Bombus terrestris,Bombus terrestris,Physiological,Reproduction,No drone were produced during the entire experiment (11 weeks). All reproduction eliminated,"Besard, L., V. Mommaerts, J. Vandeven, X. Cuvelier, G. Sterk, and G. Smagghe. ""Compatibility of Traditional and Novel Varroacides with Bumblebees (Bombus Terrestris): A First Laboratory Assessment of Toxicity and Sublethal Effects."" Pest Management Science 66, no. 7 (Jul 2010): 786-93.",2010, 
Chlorfenvinphos,470-90-6,Insecticide,IRAC 1,IRAC 1B,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,7,0.55,PPDB,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorferone,6174-86-3,Insecticide,NA,NA,"APHIS, Pacific North West, ",1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chlorfluazuron,71422-67-8,Insecticide,IRAC 15,IRAC 15,None,0,0,100,PPDB,,,400,ppm,0.325295816,<1,0.003252958,<0.01,Oral,Chronic,24,,Carbohydrates,Sugar solution,50,Adults,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,"Inhibition of AChe activity of bees head and thorax, inhibition of  the specific activity of ATPase in bee abdomen (most significant), head and thorax.","Rabea, E. I., H. M. Nasr, and M. E. I. Badawy. 2010. ""Toxic Effect and Biochemical Study of Chlorfluazuron, Oxymatrine, and Spinosad on Honey Bees (Apis mellifera).""  Archives of Environmental Contamination and Toxicology 58 (3):722-732. doi: 10.1007/s00244-009-9403-y.",2010, 
Chlormequatchlorid,999-81-5,Herbicide,NA,NA,"Porrini et al., 2016, ",1,1,80.2,PPDB,65.2,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Chlorothalonil,1897-45-6,Fungicide,FRAC M,FRAC M05,"APHIS, Pacific North West, ",1,2,40,PPDB,40,PPDB,0.0002,μg/bee,0.0002,<0.001,0.000005,<0.0001,Oral,Chronic,72,24,,,,,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,"Transcriptional alteration. Inhibition of hopscotch expression, downregulation of cup9q1, vitellogenin, ilp1, mrjp1 ,mrjp2, mrjp3, AChE receptor alpha-1. 
The expression of hopscotch was significantly inhibited at 0.2 and 20
ng/bee after 24 h","Christen, Verena, Jana Krebs, and Karl Fent. 2019. “Fungicides Chlorothanolin, Azoxystrobin and Folpet Induce Transcriptional Alterations in Genes Encoding Enzymes Involved in Oxidative Phosphorylation and Metabolism in Honey Bees (Apis Mellifera) at Sublethal Concentrations.” Journal of Hazardous Materials 377 (September): 215–26. https://doi.org/10.1016/j.jhazmat.2019.05.056.",2019, 
Chlorothalonil,1897-45-6,Fungicide,FRAC M,FRAC M05,"APHIS, Pacific North West, ",1,2,40,PPDB,40,PPDB,10,ppb,,,,,Oral,Chronic,1008,,Carbohydrates,Sugar solution,30,Adults,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,Affected structure of bacterial communities (but not fungal),"Kakumanu, Madhavi L., Alison M. Reeves, Troy D. Anderson, Richard R. Rodrigues, and Mark A. Williams. 2016. “Honey Bee Gut Microbiome Is Altered by In-Hive Pesticide Exposures.” Frontiers in Microbiology 7: 1255.",2016, 
Chlorothalonil,1897-45-6,Fungicide,FRAC M,FRAC M05,"APHIS, Pacific North West, ",1,2,40,PPDB,40,PPDB,10,ppb,,,,,Oral,Chronic,1008,,Carbohydrates,Sugar solution,50,,Apis,Apis mellifera,Apis mellifera,Physiological,Biochemical,"Increase of the level of glucose oxidase activity (effect on social immunity), decrease of level of total carbohydrates and protein (effect on nutrition)","O’Neal, Scott T., Alison M. Reeves, Richard D. Fell, Carlyle C. Brewster, and Troy D. Anderson. 2019. “Chlorothalonil Exposure Alters Virus Susceptibility and Markers of Immunity, Nutrition, and Development in Honey Bees.” Journal of Insect Science 19 (3): 14.",2019, 
Chlorothalonil,1897-45-6,Fungicide,FRAC M,FRAC M05,"APHIS, Pacific North West, ",1,2,40,PPDB,40,PPDB,10,ppb,,,,,Oral,Chronic,1008,,Carbohydrates,Sugar solution,50,,Apis,Apis mellifera,Apis mellifera,Physiological,Body development,"Decrease of the total body weight, head, width and wing lenght","O’Neal, Scott T., Alison M. Reeves, Richard D. Fell, Carlyle C. Brewster, and Troy D. Anderson. 2019. “Chlorothalonil Exposure Alters Virus Susceptibility and Markers of Immunity, Nutrition, and Development in Honey Bees.” Journal of Insect Science 19 (3): 14.",2019, 
Chlorothalonil,1897-45-6,Fungicide,FRAC M,FRAC M05,"APHIS, Pacific North West, ",1,2,40,PPDB,40,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Chlorpropham,101-21-3,Insecticide,HRAC K2,HRAC K2,"Porrini et al., 2016, Poshbee H2020, ",1,2,505,PPDB,96.1,PPDB,,,,,,,,,,,,,,,,,,,,,,,
Chlorpyrifos (Chlorpyrifos-ethyl),2921-88-2,Insecticide,IRAC 1,IRAC 1B,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,6,0.25,PPDB,0.059,PPDB,0.052,μg/bee,0.052,<0.1,0.208,<1,Oral,Acute,,2,,,,,Apis,Apis mellifera,Apis mellifera,Cognitive,Learning and memory,Lower response to 10% sucrose solution and lower memory retention,"Li, Z. G., M. Li, J. N. Huang, C. S. Ma, L. C. Xiao, Q. Huang, Y. Z. Zhao, H. Y. Nie, and S. K. Su. ""Effects of Sublethal Concentrations of Chlorpyrifos on Olfactory Learning and Memory Performances in Two Bee Species, Apis Mellifera and Apis Cerana."" Sociobiology 64, no. 2 (Jun 2017): 174-81.",2017, 
Chlorpyrifos (Chlorpyrifos-ethyl),2921-88-2,Insecticide,IRAC 1,IRAC 1B,"APHIS, Calatayud-Vernich et al., 2018, EURL, Pacific North West, Porrini et al., 2016, Poshbee H2020, Tosi et al., 2018",1,6,0.25,PPDB,0.059,PPDB,0.5,gals/acre,,,,,Oral,,,,Proteins,,,Larvae,Apis,Apis mellifera,Apis mellifera,Physiological,Immunity,Fewer queens emerged due to compromised immunity in developing queens,"DeGrandi-Hoffman, Gloria, Yanping Chen, and Roger Simonds. 2013. “The Effects of Pesticides on Queen Rearing and Virus Titers in Honey Bees (Apis Mellifera L.).” Insects 4 (1): 71–89. https://doi.org/10.3390/insects4010071.",2013, 
